,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
226,GNFT,Parc EurasantE,Loos,,59120,France,http://www.genfit.com,Biotechnology,Healthcare,"Genfit SA, a biopharmaceutical company, develops therapeutic and diagnostic solutions for metabolic, inflammatory, autoimmune, and fibrotic diseases affecting primarily the liver and gastroenterology. The company's lead products include Elafibranor, wh...",2020-12-20
227,LEVI,1155 Battery Street,San Francisco,CA,94111,United States,http://www.levistrauss.com,Apparel Manufacturing,Consumer Cyclical,"Levi Strauss & Co. operates as an apparel company. It designs, markets, and sells jeans, casual and dress pants, tops, shorts, skirts, jackets, footwear, and related accessories for men, women, and children in the Americas, Europe, and Asia. The compan...",2020-12-20
228,TIGR,Grandyvic Building,Beijing,,100020,China,http://www.itiger.com,Capital Markets,Financial Services,"UP Fintech Holding Limited provides online brokerage services focusing on Chinese investors. The company has developed a brokerage platform, which allows investor to trade stocks, options, warrants, and other financial instruments that can be accessed ...",2020-12-20
229,CRSAU,11100 Santa Monica Boulevard,Los Angeles,CA,90025,United States,http://www.crescentspac.com,Shell Companies,Financial Services,"Crescent Acquisition Corp. intends to acquire assets and businesses through a merger, capital stock exchange, stock purchase, reorganization, or business combination. The company was formerly known as Crescent Funding Inc. and changed its name to Cresc...",2020-12-20
230,SWAV,5403 Betsy Ross Drive,Santa Clara,CA,95054,United States,http://www.shockwavemedical.com,Medical Devices,Healthcare,"ShockWave Medical, Inc., a medical device company, develops and commercializes intravascular lithotripsy technology to treat calcified plaque in patients with peripheral vascular, coronary vascular, and heart valve diseases. The company offers M5 cathe...",2020-12-20
231,THCBU,135 East 57th Street,New York,NY,10022,United States,,Shell Companies,Financial Services,"Tuscan Holdings Corp. does not have significant operations. It intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with businesses and entities. The ...",2020-12-20
232,HCACU,3485 North Pines Way,Wilson,WY,83014,United States,http://www.hennessycapllc.com,Shell Companies,Financial Services,"Hennessy Capital Acquisition Corp. IV does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination. The company was founded in 2018 and i...",2020-12-20
233,WAFU,"L207b, Hesheng Fortune Plaza",Beijing,,100088,China,http://www.edu-edu.com,Education & Training Services,Consumer Defensive,"Wah Fu Education Group Limited, through its subsidiaries, provides online exam preparation services and related technology solutions in the People's Republic of China. The company operates in two segments, Online Education Services; and Technological D...",2020-12-20
234,TUFN,ToHa Tower,Tel Aviv,,6789205,Israel,http://www.tufin.com,Software—Infrastructure,Technology,"Tufin Software Technologies Ltd., together with its subsidiaries, develops, markets, and sells software-based solutions primarily in the United States, Israel, Europe, the Middle East, and Africa, Germany, Asia Pacific, and internationally. The company...",2020-12-20
235,RUHN,Building No. 2,Hangzhou,,310016,China,http://www.ruhnn.com,Internet Retail,Consumer Cyclical,"Ruhnn Holding Limited, together with its subsidiaries, operates key opinion leader (KOL) cultivation and incubation platforms in the People's Republic of China. The company engages in the sale of various fashion and lifestyle products to consumers thro...",2020-12-20
236,TW,1177 Avenue of the Americas,New York,NY,10036,United States,http://www.tradeweb.com,Capital Markets,Financial Services,"Tradeweb Markets Inc. builds and operates electronic marketplaces in the United States, Europe, Asia, and internationally. The company's marketplaces facilitate trading in a range of asset classes, including rates, credit, money markets, and equities. ...",2020-12-20
237,SILK,1213 Innsbruck Drive,Sunnyvale,CA,94089,United States,http://silkroadmed.com,Medical Devices,Healthcare,"Silk Road Medical, Inc. operates as a medical device company in the United States. The company offers various products for the treatment of carotid artery disease called transcarotid artery revascularization. Its products includes ENROUTE Transcarotid ...",2020-12-20
238,NGM,333 Oyster Point Boulevard,South San Francisco,CA,94080,United States,http://www.ngmbio.com,Biotechnology,Healthcare,"NGM Biopharmaceuticals, Inc., a clinical-stage biopharmaceutical company, engages in the discovery and development of novel therapeutics for the treatment of cardio-metabolic, liver, oncologic, and ophthalmic diseases. The company's product candidates ...",2020-12-20
239,GHSI,15150 Avenue of Science,San Diego,CA,92128,United States,http://www.guardionhealth.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Guardion Health Sciences, Inc., together with its subsidiaries, operates as a specialty health sciences company in the United States. It operates in two segments, Medical Foods and Medical Devices. The Medical Foods segment offers Lumega-Z, a medical f...",2020-12-20
240,PD,600 Townsend Street,San Francisco,CA,94103,United States,http://www.pagerduty.com,Software—Application,Technology,"PagerDuty, Inc. operates a platform for real-time operations in the United States and internationally. Its platform harnesses digital signals from virtually any software-enabled system or device, combines it with human response data, and orchestrates t...",2020-12-20
241,JMIA,Charlottenstrasse 4,Berlin,,10969,Germany,http://group.jumia.com,Internet Retail,Consumer Cyclical,"Jumia Technologies AG operates an e-commerce platform in Africa. The company's platform consists of marketplace, which connects sellers with consumers; logistics service that enables the shipment and delivery of packages from sellers to consumers; and ...",2020-12-20
242,BWAY,Bynet Building,Jerusalem,,9777518,Israel,http://www.brainsway.com,Diagnostics & Research,Healthcare,"Brainsway Ltd., a commercial stage medical device company, focuses on the development and sale of non-invasive neuromodulation products in Israel and internationally. It offers deep transcranial magnetic stimulation technology for the treatment of majo...",2020-12-20
243,TPTX,10628 Science Center Drive,San Diego,CA,92121,United States,http://www.tptherapeutics.com,Biotechnology,Healthcare,"Turning Point Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in designing and developing novel small molecule targeted oncology therapies. It develops a pipeline of tyrosine kinase inhibitors (TKIs) that targets genetic drivers...",2020-12-20
244,PLMR,7979 Ivanhoe Avenue,La Jolla,CA,92037,United States,http://www.palomarspecialty.com,Insurance—Property & Casualty,Financial Services,"Palomar Holdings, Inc. provides specialty property insurance. It offers personal and commercial specialty property insurance products, including residential and commercial earthquake, specialty homeowners, commercial all-risk, Hawaii hurricane, residen...",2020-12-20
245,ZM,55 Almaden Boulevard,San Jose,CA,95113,United States,http://www.zoom.us,Telecom Services,Communication Services,"Zoom Video Communications, Inc. provides a video-first communications platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company's product portfolio includes Zoom Meetings that offers HD video, voice, chat, and content...",2020-12-20
246,PINS,505 Brannan Street,San Francisco,CA,94107,United States,http://www.pinterest.com,Internet Content & Information,Communication Services,"Pinterest, Inc. provides visual discovery engine in the United States and internationally. The company's engine allows people to find inspiration for their lives, including recipes, home and style ideas, travel destinations, and others. It shows them v...",2020-12-20
247,MNRL,5914 West Courtyard Drive,Austin,TX,78730,United States,http://www.brighamminerals.net,Oil & Gas E&P,Energy,"Brigham Minerals, Inc. owns and operates a portfolio of mineral and royalty interests in the continental United States. The company primarily holds mineral and royalty interests in the Permian Basin in West Texas and New Mexico; the South Central Oklah...",2020-12-20
248,HOOK,350 Fifth Avenue,New York,NY,10118,United States,http://www.hookipapharma.com,Biotechnology,Healthcare,"HOOKIPA Pharma Inc., a clinical stage biopharmaceutical company, develops immune-therapeutics targeting infectious diseases and cancers based on its proprietary arenavirus platform. The company's lead infectious disease product candidate is HB-101, whi...",2020-12-20
249,GNLN,1095 Broken Sound Parkway,Boca Raton,FL,33487,United States,http://www.gnln.com,Pharmaceutical Retailers,Healthcare,"Greenlane Holdings, Inc. distribute consumption accessories and vaporization products to wholesale and retail customers in the United States and Canada. The company offers vaporizers and parts, cleaning products, grinders and storage containers, pipes,...",2020-12-20
